,着順,枠,馬番,馬名,性齢,斤量,騎手,タイム,着差,人気,単勝,上り,通過,厩舎,馬体重
202603010211,1,6,11,サヴォーナ,牡6,58.0,松若,0:1:58.4,,5,8.8,35.1,,栗東 中竹,534(+10)
202603010211,2,5,8,ガイアメンテ,牡5,57.0,丸山,0:1:58.7,1.3/4,6,10.7,34.7,,栗東 須貝,494(-2)
202603010211,3,8,14,シルトホルン,牡6,58.0,丹内,0:1:58.8,クビ,3,7.0,35.6,,美浦 新開,482(-2)
202603010211,4,7,12,マイネルモーント,牡6,58.0,石川,0:1:58.8,アタマ,4,7.4,34.9,,美浦 高木,464(-6)
202603010211,5,3,4,リビアングラス,牡6,58.0,古川奈,0:1:58.8,ハナ,7,12.6,35.3,,栗東 矢作,492(-4)
202603010211,6,5,9,タシット,牡7,57.0,吉田隼,0:1:58.8,アタマ,9,34.4,35.4,,美浦 中川,476(-6)
202603010211,7,4,7,バレエマスター,牡7,57.0,西塚,0:1:58.9,3/4,8,20.8,34.6,,栗東 梅田,474(-2)
202603010211,8,6,10,ラインベック,セ9,58.0,杉原,0:1:58.9,ハナ,12,58.0,35.3,,栗東 友道,484(-14)
202603010211,9,7,13,バルナバ,牡4,57.0,斎藤,0:1:59.0,クビ,2,5.6,35.2,,栗東 浜田,502(-2)
202603010211,10,8,15,ダンディズム,セ10,59.0,松本,0:1:59.2,1,15,134.4,34.7,,栗東 野中,466(-12)
202603010211,11,3,5,マンマリアーレ,牝6,55.0,菊沢,0:1:59.2,クビ,14,82.0,35.3,,美浦 高木,472(-4)
202603010211,12,4,6,アスクドゥポルテ,牡6,57.0,丸田,0:2:00.1,5,13,62.6,35.5,,栗東 梅田,474(-12)
202603010211,13,2,3,トゥデイイズザデイ,牡7,57.0,小沢,0:2:00.3,1.1/4,11,37.2,36.5,,栗東 池江,472(-12)
202603010211,14,2,2,ピースワンデュック,牡5,57.0,柴田善,0:2:00.4,1/2,1,3.0,38.1,,美浦 大竹,452(-10)
202603010211,15,1,1,ウインシュクラン,セ8,57.0,石神道,0:2:40.2,大,10,34.5,71.8,,美浦 和田郎,466(-8)
