,peds_0,peds_1,peds_2,peds_3,peds_4,peds_5,peds_6,peds_7,peds_8,peds_9,peds_10,peds_11,peds_12,peds_13,peds_14,peds_15,peds_16,peds_17,peds_18,peds_19,peds_20,peds_21,peds_22,peds_23,peds_24,peds_25,peds_26,peds_27,peds_28,peds_29,peds_30,peds_31,peds_32,peds_33,peds_34,peds_35,peds_36,peds_37,peds_38,peds_39,peds_40,peds_41,peds_42,peds_43,peds_44,peds_45,peds_46,peds_47,peds_48,peds_49,peds_50,peds_51,peds_52,peds_53,peds_54,peds_55,peds_56,peds_57,peds_58,peds_59,peds_60,peds_61
2022103941,ホッコータルマエ,シントーアサヒ,キングカメハメハ,マダムチェロキー,ストロングリターン,ケセラセラ,Kingmambo (米),マンファス Manfath(愛),Cherokee Run,アンフォイルド Unfoiled(米),シンボリクリスエス,コートアウト Caught Out(米),ゴールドアリュール,アニーブラウン,Mr. Prospector,Miesque,ラストタイクーン,Pilot Bird,Runaway Groom,Cherokee Dame,Unbridled,Bold Foil,Kris S.,Tee Kay,Smart Strike,アザール,サンデーサイレンス,ニキーヤ,ノーザンテースト,アルズアニー,Raise a Native,Gold Digger,Nureyev,Pasadoble,トライマイベスト,Mill Princess,Blakeney,The Dancer,Blushing Groom,Yonnie Girl,Silver Saber,Dame Francesca,Fappiano,Gana Facil,Bold Forbes,Perfect Foil,Roberto,Sharp Queen,Gold Meridian,Tri Argo,Mr. Prospector,Classy 'n Smart,Nijinsky,Smart Heiress,Halo,Wishing Well,Nureyev,Reluctant Guest,Northern Dancer,Lady Victoria,Al Hattab,Annie Burns
2022105741,キズナ,ワンダーオブリップス Wonder of Lips(独),ディープインパクト,キャットクイル Catequil(加),Champs Elysees,Wunderblume,サンデーサイレンス Sunday Silence(米),ウインドインハーヘア Wind in Her Hair(愛),Storm Cat (米),Pacific Princess,デインヒル Danehill(米),Hasili,Lomitas,Wurfbahn,Halo,Wishing Well,Alzao,Burghclere,Storm Bird,Terlingua,Damascus,Fiji,Danzig,Razyana,Kahyasi,Kerali,Niniski,La Colorada,Frontal,Wolkenpracht,Hail to Reason,Cosmah,Understanding,Mountain Flower,Lyphard,Lady Rebecca,Busted,Highclere,Northern Dancer,South Ocean,Secretariat,Crimson Saint,Sword Dancer,Kerala,Acropolis,Rififi,Northern Dancer,Pas de Nom,His Majesty,Spring Adieu,イルドブルボン,Kadissya,High Line,Sookera,Nijinsky,Virginia Hills,Surumu,La Dorada,Le Haar,Favreal,Pitskelly,Wolke
2022110117,Tom's d'Etat,Figure,Smart Strike (加),Julia Tuttle,Overanalyze,Armathwaite,Mr. Prospector,Classy 'n Smart,Giant's Causeway (米),Candy Cane,Dixie Union (米),Unacloud,Sky Classic,Foolish Beauty,Raise a Native,Gold Digger,Smarten,No Class,Storm Cat,Mariah's Storm,Ride the Rails,Candy Girl,Dixieland Band,She's Tops,Unaccounted For,Cloud's Ambre,Nijinsky,No Class,Foolish Pleasure,Secret Beauty,Native Dancer,Raise You,Nashua,Sequence,Cyane,Smartaire,Nodouble,Classy Quillo,Storm Bird,Terlingua,Rahy,イメンス,Cryptoclearance,Herbalesian,Candy Stripes,City Girl,Northern Dancer,Mississippi Mud,Capote,She's a Talent,Private Account,Mrs. Jenney,Two Punch,Arctic Cloud,Northern Dancer,Flaming Page,Nodouble,Classy Quillo,What a Pleasure,Fool-Me-Not,Raise a Native,Dandy Blitzen
2022102929,マジェスティックウォリアー Majestic Warrior(米),フミノアマゾン,A.P. Indy,Dream Supreme,フジキセキ,フミノテネシー,Seattle Slew,Weekend Surprise,Seeking the Gold,Spinning Round,サンデーサイレンス Sunday Silence(米),ミルレーサー Millracer(米),ヘネシー Hennessy(米),モリチヅル,Bold Reasoning,My Charmer,Secretariat,Lassie Dear,Mr. Prospector,Con Game,Dixieland Band,Take Heart,Halo,Wishing Well,Le Fabuleux,Marston's Mill,Storm Cat,Island Kitty,エブロス,ベルロビン,Boldnesian,Reason to Earn,Poker,Fair Charmer,Bold Ruler,Somethingroyal,Buckpasser,Gay Missile,Raise a Native,Gold Digger,Buckpasser,Broadway,Northern Dancer,Mississippi Mud,Secretariat,Deck Stewardess,Hail to Reason,Cosmah,Understanding,Mountain Flower,Wild Risk,Anguar,In Reality,Millicent,Storm Bird,Terlingua,Hawaii,T. C. Kitten,Mr. Prospector,Scuff,ホットスパーク,イセシンプー
2022103587,ホッコータルマエ,レジェンドブルー,キングカメハメハ,マダムチェロキー,ステイゴールド,ターコイズブルー,Kingmambo (米),マンファス Manfath(愛),Cherokee Run,アンフォイルド Unfoiled(米),サンデーサイレンス Sunday Silence(米),ゴールデンサッシュ,ミスターシービー,スカーレットブルー,Mr. Prospector,Miesque,ラストタイクーン,Pilot Bird,Runaway Groom,Cherokee Dame,Unbridled,Bold Foil,Halo,Wishing Well,ディクタス,ダイナサッシュ,トウショウボーイ,シービークイン,ノーザンテースト,スカーレットインク,Raise a Native,Gold Digger,Nureyev,Pasadoble,トライマイベスト,Mill Princess,Blakeney,The Dancer,Blushing Groom,Yonnie Girl,Silver Saber,Dame Francesca,Fappiano,Gana Facil,Bold Forbes,Perfect Foil,Hail to Reason,Cosmah,Understanding,Mountain Flower,Sanctus,Doronic,ノーザンテースト,ロイヤルサッシュ,テスコボーイ,ソシアルバターフライ,トピオ,メイドウ,Northern Dancer,Lady Victoria,Crimson Satan,Consentida
2022101273,サートゥルナーリア,リリースペイン Lily Spain(仏),ロードカナロア,シーザリオ,American Post,Golden Lily,キングカメハメハ,レディブラッサム,スペシャルウィーク,キロフプリミエール Kirov Premiere(英),Bering,Wells Fargo,Dolphin Street (仏),Miller's Lily,Kingmambo,マンファス,Storm Cat,サラトガデュー,サンデーサイレンス,キャンペンガール,Sadler's Wells,Querida,Arctic Tern,Beaune,Sadler's Wells,Cruising Height,Bluebird,Or Vision,ミラーズメイト,Lymara,Mr. Prospector,Miesque,ラストタイクーン,Pilot Bird,Storm Bird,Terlingua,Cormorant,Super Luna,Halo,Wishing Well,マルゼンスキー,レディーシラオキ,Northern Dancer,Fairy Bridge,Habitat,Principia,Sea-Bird,Bubbling Beauty,Lyphard,Barbra,Northern Dancer,Fairy Bridge,Shirley Heights,Nomadic Pleasure,Storm Bird,Ivory Dawn,Irish River,Luv Luvin',Mill Reef,Primatie,Lyphard,Maradadi
2022103202,ナダル Nadal(米),アンナパブロワ Anna Pavlova(阿),Blame,Ascending Angel,St. Petersburg,Shatrang,Arch (米),Liable,Pulpit,Solar Colony,Nureyev,Miss Bold Appeal,Royal Applause,Doomna,Kris S.,Aurora,Seeking the Gold,Bound,A.P. Indy,Preach,Pleasant Colony,Meteor Stage,Northern Dancer,Special,Valid Appeal,Bid Gal,ワージブ,Flying Melody,Machiavellian,Just A Mirage,Roberto,Sharp Queen,Danzig,Althea,Mr. Prospector,Con Game,Nijinsky,Special,Seattle Slew,Weekend Surprise,Mr. Prospector,Narrate,His Majesty,Sun Colony,Stage Door Johnny,Northern Meteor,Nearctic,Natalma,Forli,Thong,In Reality,Desert Trial,Bold Bidder,Nowmepache,トライマイベスト,Coryana,Auction Ring,Whispering Star,Mr. Prospector,Coup de Folie,Green Desert,Just You Wait
2022103946,マジェスティックウォリアー Majestic Warrior(米),スマートアテナ,A.P. Indy,Dream Supreme,ゴールドアリュール,スマートバベル,Seattle Slew,Weekend Surprise,Seeking the Gold,Spinning Round,サンデーサイレンス Sunday Silence(米),ニキーヤ Nikiya(米),サウスヴィグラス,ユアカラー,Bold Reasoning,My Charmer,Secretariat,Lassie Dear,Mr. Prospector,Con Game,Dixieland Band,Take Heart,Halo,Wishing Well,Nureyev,Reluctant Guest,エンドスウィープ,ダーケストスター,ジェイドロバリー,Fayre,Boldnesian,Reason to Earn,Poker,Fair Charmer,Bold Ruler,Somethingroyal,Buckpasser,Gay Missile,Raise a Native,Gold Digger,Buckpasser,Broadway,Northern Dancer,Mississippi Mud,Secretariat,Deck Stewardess,Hail to Reason,Cosmah,Understanding,Mountain Flower,Northern Dancer,Special,Hostage,Vaguely Royal,フォーティナイナー,Broom Dance,Star de Naskra,Minnie Riperton,Mr. Prospector,Number,Indian Ridge,Felitza
2022100897,ブリックスアンドモルタル Bricks and Mortar(米),スカイブルーダイヤ,Giant's Causeway (米),Beyond the Waves,ロードカナロア,テイラーバートン,Storm Cat (米),Mariah's Storm,Ocean Crest,Excedent,キングカメハメハ,レディブラッサム,ジャングルポケット,ブリリアントカット,Storm Bird,Terlingua,Rahy,イメンス,Storm Bird,S.S.Aroma,Exceller,Broadway Lullaby,Kingmambo,マンファス,Storm Cat,サラトガデュー,トニービン,ダンスチャーマー,ノーザンテースト,ジエヌインダイアモンド,Northern Dancer,South Ocean,Secretariat,Crimson Saint,Blushing Groom,Glorious Song,Roberto,Imsodear,Northern Dancer,South Ocean,Seattle Slew,Rare Bouquet,Vaguely Noble,Too Bald,Stage Door Johnny,リットルブレツシング,Mr. Prospector,Miesque,ラストタイクーン,Pilot Bird,Storm Bird,Terlingua,Cormorant,Super Luna,カンパラ,Severn Bridge,Nureyev,Skillful Joy,Northern Dancer,Lady Victoria,Irish Ruler,Diamonds for Dolly
2022100882,カリフォルニアクローム California Chrome(米),フュージョン,Lucky Pulpit,Love the Chase,クロフネ,リンガスマドンナ,Pulpit,Lucky Soph,Not for Love,Chase It Down,フレンチデピュティ French Deputy(米),ブルーアヴェニュー Blue Avenue(米),トウショウボーイ,ロードマドンナ,A.P. Indy,Preach,Cozzene,Lucky Spell,Mr. Prospector,Dance Number,Polish Numbers,Chase the Dream,Deputy Minister,Mitterand,Classic Go Go,Eliza Blue,テスコボーイ,ソシアルバターフライ,シルバーシャーク,チヨウセイ,Seattle Slew,Weekend Surprise,Mr. Prospector,Narrate,Caro,Ride the Trails,Lucky Mel,Incantation,Raise a Native,Gold Digger,Northern Dancer,Numbered Account,Danzig,Numbered Account,Sir Ivor,La Belle Fleur,Vice Regent,Mint Copy,Hold Your Peace,Laredo Lass,Pago Pago,Classic Perfection,Icecapade,コレラ,Princely Gift,Suncourt,Your Host,Wisteria,Buisson Ardent,Palsaka,リンボー,スマートクイン
