,着順,枠,馬番,馬名,性齢,斤量,騎手,タイム,着差,人気,単勝,上り,通過,厩舎,馬体重
202503030311,1,5,10,メイショウカゼマチ,牡5,58.0,中井,0:1:08.6,,12,83.6,36.5,,栗東 角田,458(+2)
202503030311,2,1,1,ファムエレガンテ,牝3,55.0,丹内,0:1:08.7,クビ,1,2.3,36.7,,栗東 中村,480(-2)
202503030311,3,4,8,ブレーザー,牡4,58.0,荻野極,0:1:08.7,クビ,3,6.3,36.3,,美浦 伊坂,522(0)
202503030311,4,7,13,ワークソング,牡4,58.0,国分恭,0:1:08.8,クビ,2,5.9,36.3,,栗東 牧浦,486(0)
202503030311,5,2,4,アメリカンマーチ,牡4,58.0,松本大,0:1:08.8,クビ,6,13.3,37.1,,栗東 池江,484(-4)
202503030311,6,2,3,ユスティニアン,牡7,58.0,西塚,0:1:09.0,1,16,198.3,36.2,,栗東 小椋,438(+4)
202503030311,7,8,15,ミラバーグマン,牝7,56.0,菊沢,0:1:09.1,1/2,11,78.6,36.1,,栗東 西村,462(-4)
202503030311,8,7,14,フラップシグナス,牡6,58.0,角田和,0:1:09.3,1.1/2,13,88.5,36.2,,栗東 千田,490(-2)
202503030311,9,3,5,ハンベルジャイト,牝5,56.0,永島,0:1:09.4,1/2,10,66.9,36.6,,栗東 大久保,500(+6)
202503030311,10,5,9,ミユキアイラブユー,セ6,58.0,横山琉,0:1:09.4,ハナ,9,24.6,36.6,,美浦 小島,566(+4)
202503030311,11,4,7,シャカシャカシー,牡4,58.0,斎藤,0:1:09.5,1/2,4,8.4,37.7,,栗東 茶木,524(+4)
202503030311,12,6,11,メイショウキルギス,牡4,58.0,長岡,0:1:09.6,クビ,7,17.4,37.7,,栗東 高橋亮,504(+12)
202503030311,13,3,6,カフジエニアゴン,牝6,56.0,富田,0:1:09.9,1.3/4,8,19.7,37.0,,栗東 杉山佳,514(-6)
202503030311,14,6,12,オソレ,牡4,58.0,野中,0:1:10.0,1/2,14,144.5,37.4,,栗東 小崎,466(-16)
202503030311,15,8,16,アマルナ,牝5,56.0,石川,0:1:10.0,クビ,5,12.0,37.9,,栗東 東田,462(-14)
202503030311,16,1,2,タツダイヤモンド,牡5,58.0,的場,0:1:10.1,3/4,15,148.6,37.1,,美浦 的場,478(0)
