,result_flag
0,True
1,True
2,True
3,False
4,False
5,False
6,False
7,True
8,True
9,True
10,False
11,False
12,False
13,False
14,True
15,True
16,True
17,False
18,False
19,False
20,False
21,False
22,False
23,False
24,True
25,True
26,True
27,False
28,False
29,False
30,False
31,False
32,True
33,True
34,True
35,False
36,False
37,False
38,False
39,False
40,True
41,True
42,True
43,False
44,False
45,False
46,False
47,True
48,True
49,True
50,False
51,False
52,False
53,False
54,False
55,False
56,False
57,True
58,True
59,True
60,False
61,False
62,False
63,False
64,False
65,False
66,False
67,True
68,True
69,True
70,False
71,False
72,False
73,False
74,False
75,False
76,False
77,False
78,False
