,着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,通過,上り,単勝,人気,馬体重,調教師,course_len,weather,race_type,ground_state,date,class,horse_id,jockey_id
202608010101,1,5,9,リーグナイト,牡3,54,田山旺佑,0:1:13.2,nan,12-10,35.8,2.0,1,464,[西]新谷功一,1200,晴,ダート,良,2026年01月04日,未勝利,2023106284,01220
202608010101,2,4,7,ビスケットアソート,牡3,57,富田暁,0:1:13.3,3/4,4-4,36.8,22.0,8,468,[西]武英智,1200,晴,ダート,良,2026年01月04日,未勝利,2023103517,01168
202608010101,3,8,16,ミラヴェリタ,牝3,55,吉村誠之,0:1:13.4,クビ,7-7,36.6,15.2,5,468,[西]吉村圭司,1200,晴,ダート,良,2026年01月04日,未勝利,2023107521,01216
202608010101,4,7,14,タナスーペルノーバ,牡3,55,今村聖奈,0:1:13.5,1/2,1-1,37.3,5.4,2,466,[西]寺島良,1200,晴,ダート,良,2026年01月04日,未勝利,2023102661,01193
202608010101,5,2,3,クロカミジョウ,牝3,55,菱田裕二,0:1:13.5,アタマ,13-12,36.1,124.1,13,470,[西]岡田稲男,1200,晴,ダート,良,2026年01月04日,未勝利,2023101500,01144
202608010101,6,2,4,マクアケ,牡3,57,鮫島克駿,0:1:13.6,3/4,10-9,36.5,20.8,7,490,[西]杉山佳明,1200,晴,ダート,良,2026年01月04日,未勝利,2023100452,01157
202608010101,7,3,5,テーオーアンジェラ,牝3,55,西村淳也,0:1:14.2,3.1/2,4-4,37.7,5.6,3,452,[西]梅田智之,1200,晴,ダート,良,2026年01月04日,未勝利,2023107378,01171
202608010101,8,4,8,ジーティーリボーン,牝3,55,ハマーハ,0:1:14.4,1.1/2,2-2,38.1,12.2,4,442,[西]中村直也,1200,晴,ダート,良,2026年01月04日,未勝利,2023105353,05676
202608010101,9,6,11,バンダムソレール,牡3,57,和田竜二,0:1:14.4,ハナ,13-13,36.8,172.8,15,460,[西]小栗実,1200,晴,ダート,良,2026年01月04日,未勝利,2023102317,01018
202608010101,10,1,1,ダイチノナポリ,牝3,55,太宰啓介,0:1:14.4,ハナ,9-10,37.4,16.7,6,428,[西]畑端省吾,1200,晴,ダート,良,2026年01月04日,未勝利,2023109106,01037
202608010101,11,5,10,ケイアイブラック,牡3,57,藤懸貴志,0:1:14.7,1.1/2,7-7,37.9,63.4,10,480,[西]梅田智之,1200,晴,ダート,良,2026年01月04日,未勝利,2023105761,01138
