index,着順,race_type,course_len,ground_state,class,peds_0,peds_1,peds_2,peds_3,peds_4,peds_5,peds_6,peds_7,peds_8,peds_9,peds_10,peds_11,peds_12,peds_13,peds_14,peds_15,peds_16,peds_17,peds_18,peds_19,peds_20,peds_21,peds_22,peds_23,peds_24,peds_25,peds_26,peds_27,peds_28,peds_29,peds_30,peds_31,peds_32,peds_33,peds_34,peds_35,peds_36,peds_37,peds_38,peds_39,peds_40,peds_41,peds_42,peds_43,peds_44,peds_45,peds_46,peds_47,peds_48,peds_49,peds_50,peds_51,peds_52,peds_53,peds_54,peds_55,peds_56,peds_57,peds_58,peds_59,peds_60,peds_61
202410010101,1,ダート,1700,良,未勝利,ロードカナロア,ジュエルメーカー,キングカメハメハ,レディブラッサム,エンパイアメーカー Empire Maker(米),ステラマドレード,Kingmambo (米),マンファス Manfath(愛),Storm Cat (米),サラトガデュー Saratoga Dew(米),Unbridled,Toussaud,フォーティナイナー Forty Niner(米),リキマドレード,Mr. Prospector,Miesque,ラストタイクーン,Pilot Bird,Storm Bird,Terlingua,Cormorant,Super Luna,Fappiano,Gana Facil,El Gran Senor,Image of Reality,Mr. Prospector,File,Miswaki,ウインクアットデエンジャー,Raise a Native,Gold Digger,Nureyev,Pasadoble,トライマイベスト,Mill Princess,Blakeney,The Dancer,Northern Dancer,South Ocean,Secretariat,Crimson Saint,His Majesty,Song Sparrow,In Reality,Alada,Mr. Prospector,Killaloe,Le Fabuleux,Charedi,Northern Dancer,Sex Appeal,In Reality,Edee's Image,Raise a Native,Gold Digger,Tom Rolfe,Continue,Mr. Prospector,Hopespringseternal,Danzig,Tilt My Halo
202410010101,2,ダート,1700,良,未勝利,スピリッツミノル,プリンセスカナ,ディープスカイ,バアゼルクローバー,ワイルドラッシュ Wild Rush(米),ヒカルトクタイセイ,アグネスタキオン,アビ Abi(英),ラムタラ Lammtarra(米),ストームザミント Storm the Mint(米),Wild Again,Rose Park,スターオブコジーン Star of Cozzene(米),ヒカルイットウセイ,サンデーサイレンス,アグネスフローラ,Chief's Crown,Carmelized,Nijinsky,Snow Bride,Storm Cat,Mint Cooler,Icecapade,Bushel-n-Peck,Plugged Nickle,Hardship,Cozzene,Star Gem,ナイスダンサー,コクサイトップ,Halo,Wishing Well,ロイヤルスキー,アグネスレディー,Danzig,Six Crowns,Key to the Mint,Carmelize,Northern Dancer,Flaming Page,Blushing Groom,Awaasif,Storm Bird,Terlingua,Key to the Mint,Zippy Do,Nearctic,Shenanigans,Khaled,Dama,Key to the Mint,Toll Booth,Drone,Hard and Fast,Caro,Ride the Trails,Pia Star,Soonerland,Northern Dancer,Nice Princess,ドン,シヤロナ
202410010101,3,ダート,1700,良,未勝利,タリスマニック Talismanic(英),タマモペンライト,Medaglia d'Oro,Magic Mission,ブラックタイド,チャームライト,El Prado,Cappucino Bay,Machiavellian,Dream Ticket,サンデーサイレンス Sunday Silence(米),ウインドインハーヘア Wind in Her Hair(愛),ワイルドラッシュ Wild Rush(米),ジャビラバ Javilava(加),Sadler's Wells,Lady Capulet,Bailjumper,Dubbed In,Mr. Prospector,Coup de Folie,Danzig,Capo Di Monte,Halo,Wishing Well,Alzao,Burghclere,Wild Again,Rose Park,Majestic Light,コマーズ,Northern Dancer,Fairy Bridge,Sir Ivor,Cap and Bells,Damascus,Court Circuit,Silent Screen,Society Singer,Raise a Native,Gold Digger,Halo,Raise the Standard,Northern Dancer,Pas de Nom,Final Straw,Burghclere,Hail to Reason,Cosmah,Understanding,Mountain Flower,Lyphard,Lady Rebecca,Busted,Highclere,Icecapade,Bushel-n-Peck,Plugged Nickle,Hardship,Majestic Prince,Irradiate,Danzig,ミドルマーチ
202410010101,4,ダート,1700,良,未勝利,アジアエクスプレス,ハイフィールド,ヘニーヒューズ Henny Hughes(米),ランニングボブキャッツ,マーベラスサンデー,レガシーフィールド,ヘネシー Hennessy(米),Meadow Flyer,Running Stag,Backatem,サンデーサイレンス Sunday Silence(米),モミジダンサー,サウスアトランティック South Atlantic(愛),ハマノサイクロン,Storm Cat,Island Kitty,Meadowlake,Shortley,Cozzene,Fruhlingstag,Notebook,Deputy's Mistress,Halo,Wishing Well,ヴァイスリーガル,モミジII,Mill Reef,Arkadina,テューダーペリオッド,ハマノミユージツク,Storm Bird,Terlingua,Hawaii,T. C. Kitten,Hold Your Peace,Suspicious Native,Hagley,Short Winded,Caro,Ride the Trails,Orsini,Revada,Well Decorated,Mobcap,Deputy Minister,River Crossing,Hail to Reason,Cosmah,Understanding,Mountain Flower,Northern Dancer,Victoria Regina,Laugh Aloud,Hold Me Close,Never Bend,Milan Mill,Ribot,Natashka,Owen Tudor,Cornice,テスコボーイ,ダイゴハマイサミ
202410010101,5,ダート,1700,良,未勝利,ラブリーデイ,ミツカネラブ,キングカメハメハ,ポップコーンジャズ,ハービンジャー Harbinger(英),プリーズドスマイル,Kingmambo (米),マンファス Manfath(愛),ダンスインザダーク,グレイスルーマー,Dansili,Penang Pearl,ディープインパクト,レディトゥプリーズ Ready to Please(米),Mr. Prospector,Miesque,ラストタイクーン,Pilot Bird,サンデーサイレンス,ダンシングキイ,トニービン,ディスクジョッキー,デインヒル,Hasili,Bering,Guapa,サンデーサイレンス,ウインドインハーヘア,More Than Ready,Guilty Pleasure,Raise a Native,Gold Digger,Nureyev,Pasadoble,トライマイベスト,Mill Princess,Blakeney,The Dancer,Halo,Wishing Well,Nijinsky,Key Partner,カンパラ,Severn Bridge,リアルシャダイ,シャダイチャッター,Danzig,Razyana,Kahyasi,Kerali,Arctic Tern,Beaune,Shareef Dancer,Sauceboat,Halo,Wishing Well,Alzao,Burghclere,サザンヘイロー,Woodman's Girl,Pine Bluff,Exquisite Mistress
202410010101,6,ダート,1700,良,未勝利,リアルスティール,ブルーエクセル,ディープインパクト,ラヴズオンリーミー Loves Only Me(米),ロードカナロア,ピュアエクセル,サンデーサイレンス Sunday Silence(米),ウインドインハーヘア Wind in Her Hair(愛),Storm Cat (米),Monevassia,キングカメハメハ,レディブラッサム,アドマイヤムーン,エリモエクセル,Halo,Wishing Well,Alzao,Burghclere,Storm Bird,Terlingua,Mr. Prospector,Miesque,Kingmambo,マンファス,Storm Cat,サラトガデュー,エンドスウィープ,マイケイティーズ,ロドリゴデトリアーノ,エリモファンタジー,Hail to Reason,Cosmah,Understanding,Mountain Flower,Lyphard,Lady Rebecca,Busted,Highclere,Northern Dancer,South Ocean,Secretariat,Crimson Saint,Raise a Native,Gold Digger,Nureyev,Pasadoble,Mr. Prospector,Miesque,ラストタイクーン,Pilot Bird,Storm Bird,Terlingua,Cormorant,Super Luna,フォーティナイナー,Broom Dance,サンデーサイレンス,ケイティーズファースト,El Gran Senor,Hot Princess,Riverman,Share the Fantasy
202410010101,7,ダート,1700,良,未勝利,エピファネイア,メイショウマンボ,シンボリクリスエス,シーザリオ,スズカマンボ,メイショウモモカ,Kris S.,Tee Kay,スペシャルウィーク,キロフプリミエール Kirov Premiere(英),サンデーサイレンス Sunday Silence(米),スプリングマンボ,グラスワンダー,メイショウアヤメ,Roberto,Sharp Queen,Gold Meridian,Tri Argo,サンデーサイレンス,キャンペンガール,Sadler's Wells,Querida,Halo,Wishing Well,Kingmambo,キーフライヤー,Silver Hawk,Ameriflora,ジェイドロバリー,ウイルムーン,Hail to Reason,Bramalea,Princequillo,Bridgework,Seattle Slew,Queen Louie,Tri Jet,Hail Proudly,Halo,Wishing Well,マルゼンスキー,レディーシラオキ,Northern Dancer,Fairy Bridge,Habitat,Principia,Hail to Reason,Cosmah,Understanding,Mountain Flower,Mr. Prospector,Miesque,Nijinsky,Key Partner,Roberto,Gris Vitesse,Danzig,Graceful Touch,Mr. Prospector,Number,ミルジョージ,ダイアンベンチヤ
202410010101,8,ダート,1700,良,未勝利,ジョーカプチーノ,エーシンエムディー,マンハッタンカフェ,ジョープシケ,キングカメハメハ,エイシンルーデンス,サンデーサイレンス Sunday Silence(米),サトルチェンジ Subtle Change(愛),フサイチコンコルド,ジョーユーチャリス,Kingmambo (米),マンファス Manfath(愛),サンデーサイレンス Sunday Silence(米),エイシングレシャス,Halo,Wishing Well,Law Society,Santa Luciana,Caerleon,バレークイーン,トウショウボーイ,ジョーバブーン,Mr. Prospector,Miesque,ラストタイクーン,Pilot Bird,Halo,Wishing Well,トウショウボーイ,チーフネル,Hail to Reason,Cosmah,Understanding,Mountain Flower,Alleged,Bold Bikini,Luciano,Suleika,Nijinsky,Foreseer,Sadler's Wells,Sun Princess,テスコボーイ,ソシアルバターフライ,フォルティノ,ハードゲイ,Raise a Native,Gold Digger,Nureyev,Pasadoble,トライマイベスト,Mill Princess,Blakeney,The Dancer,Hail to Reason,Cosmah,Understanding,Mountain Flower,テスコボーイ,ソシアルバターフライ,Jacinto,Harriet Graham
202410010101,9,ダート,1700,良,未勝利,カレンブラックヒル,メイショウクサブエ,ダイワメジャー,チャールストンハーバー Charleston Harbor(米),シンボリクリスエス,フォースライト,サンデーサイレンス Sunday Silence(米),スカーレットブーケ,Grindstone,Penny's Valentine,Kris S.,Tee Kay,マンハッタンカフェ,フォーティエース,Halo,Wishing Well,ノーザンテースト,スカーレットインク,Unbridled,Buzz My Bell,Storm Cat,Mrs. Penny,Roberto,Sharp Queen,Gold Meridian,Tri Argo,サンデーサイレンス,サトルチェンジ,フォーティナイナー,ピンクシェイド,Hail to Reason,Cosmah,Understanding,Mountain Flower,Northern Dancer,Lady Victoria,Crimson Satan,Consentida,Fappiano,Gana Facil,Drone,Chateaupavia,Storm Bird,Terlingua,Great Nephew,Tananarive,Hail to Reason,Bramalea,Princequillo,Bridgework,Seattle Slew,Queen Louie,Tri Jet,Hail Proudly,Halo,Wishing Well,Law Society,Santa Luciana,Mr. Prospector,File,Lyphard,Pink Valley
202410010101,10,ダート,1700,良,未勝利,ロゴタイプ,ララベスラーナ,ローエングリン,ステレオタイプ,デュランダル,ディアコメット,シングスピール Singspiel(愛),カーリング Carling(仏),サンデーサイレンス Sunday Silence(米),スターバレリーナ,サンデーサイレンス Sunday Silence(米),サワヤカプリンセス,キングカメハメハ,サムタイム,In the Wings,Glorious Song,Garde Royale,Corraleja,Halo,Wishing Well,Risen Star,ベリアーニ,Halo,Wishing Well,ノーザンテースト,スコッチプリンセス,Kingmambo,マンファス,ブライアンズタイム,アコニットローマン,Sadler's Wells,High Hawk,Halo,Ballade,Mill Reef,Royal Way,Carvin,Darling Dale,Hail to Reason,Cosmah,Understanding,Mountain Flower,Secretariat,Ribbon,Nureyev,Eleven Pleasures,Hail to Reason,Cosmah,Understanding,Mountain Flower,Northern Dancer,Lady Victoria,Creme dela Creme,Meadow Saffron,Mr. Prospector,Miesque,ラストタイクーン,Pilot Bird,Roberto,Kelley's Day,ブレイヴェストローマン,カミモリレディー
