,0,1,2,3
202502010101,単勝,6,470,3
202502010101,複勝,6,160,3
202502010101,複勝,9,150,2
202502010101,複勝,1,140,1
202502010101,枠連,3-5,860,3
202502010101,馬連,6-9,1130,2
202502010101,ワイド,6-9,470,4
202502010101,ワイド,1-6,440,2
202502010101,ワイド,1-9,390,1
202502010101,馬単,6→9,2160,4
202502010101,三連複,1-6-9,1580,1
202502010101,三連単,6→9→1,7680,4
202502010102,単勝,11,310,2
202502010102,複勝,11,130,2
202502010102,複勝,12,110,1
202502010102,複勝,4,230,6
202502010102,枠連,7-7,320,1
202502010102,馬連,11-12,310,1
202502010102,ワイド,11-12,160,1
202502010102,ワイド,4-11,680,10
202502010102,ワイド,4-12,470,4
202502010102,馬単,11→12,640,2
202502010102,三連複,4-11-12,740,1
202502010102,三連単,11→12→4,3160,3
202502010103,単勝,11,340,1
202502010103,複勝,11,170,1
202502010103,複勝,12,240,4
202502010103,複勝,1,550,9
202502010103,枠連,8-8,1260,6
202502010103,馬連,11-12,1110,2
202502010103,ワイド,11-12,460,2
202502010103,ワイド,1-11,1760,26
202502010103,ワイド,1-12,2470,32
202502010103,馬単,11→12,1800,2
202502010103,三連複,1-11-12,10830,49
202502010103,三連単,11→12→1,42520,174
202502010104,単勝,11,860,4
202502010104,複勝,11,210,2
202502010104,複勝,7,260,4
202502010104,複勝,6,950,9
202502010104,枠連,4-6,1510,6
202502010104,馬連,7-11,2460,9
202502010104,ワイド,7-11,720,6
202502010104,ワイド,6-11,4700,39
202502010104,ワイド,6-7,4330,38
202502010104,馬単,11→7,5760,19
202502010104,三連複,6-7-11,29000,82
202502010104,三連単,11→7→6,142760,406
202502010105,単勝,1,150,1
202502010105,複勝,1,110,1
202502010105,複勝,12,260,5
202502010105,複勝,4,120,2
202502010105,枠連,1-8,1220,4
202502010105,馬連,1-12,1180,4
202502010105,ワイド,1-12,440,5
202502010105,ワイド,1-4,160,1
202502010105,ワイド,4-12,650,9
202502010105,馬単,1→12,1580,5
202502010105,三連複,1-4-12,1250,3
202502010105,三連単,1→12→4,5470,13
202502010106,単勝,4,350,2
202502010106,複勝,4,170,2
202502010106,複勝,11,240,4
202502010106,複勝,3,200,3
202502010106,枠連,3-7,770,2
202502010106,馬連,4-11,1540,6
202502010106,ワイド,4-11,730,7
202502010106,ワイド,3-4,430,3
202502010106,ワイド,3-11,1030,12
202502010106,馬単,4→11,2870,11
202502010106,三連複,3-4-11,2950,8
202502010106,三連単,4→11→3,15160,33
202502010107,単勝,8,340,1
202502010107,複勝,8,160,1
202502010107,複勝,14,260,4
202502010107,複勝,10,550,9
202502010107,枠連,5-8,760,1
202502010107,馬連,8-14,1390,3
202502010107,ワイド,8-14,590,4
202502010107,ワイド,8-10,1130,17
202502010107,ワイド,10-14,2230,27
202502010107,馬単,8→14,2060,3
202502010107,三連複,8-10-14,6230,18
202502010107,三連単,8→14→10,21640,49
202502010108,単勝,5,230,1
202502010108,複勝,5,140,1
202502010108,複勝,2,320,7
202502010108,複勝,8,230,3
202502010108,枠連,2-5,1570,7
202502010108,馬連,2-5,1960,6
202502010108,ワイド,2-5,780,7
202502010108,ワイド,5-8,440,2
202502010108,ワイド,2-8,1600,21
202502010108,馬単,5→2,2870,9
202502010108,三連複,2-5-8,4470,13
202502010108,三連単,5→2→8,15140,40
202502010109,単勝,3,1600,6
202502010109,複勝,3,350,6
202502010109,複勝,2,180,3
202502010109,複勝,12,160,2
202502010109,枠連,2-3,3920,15
202502010109,馬連,2-3,3950,13
202502010109,ワイド,2-3,1050,13
202502010109,ワイド,3-12,1180,15
202502010109,ワイド,2-12,620,6
202502010109,馬単,3→2,8930,31
202502010109,三連複,2-3-12,6730,22
202502010109,三連単,3→2→12,70630,241
202502010110,単勝,6,1100,6
202502010110,複勝,6,410,5
202502010110,複勝,14,590,9
