,枠,馬番,馬名,性齢,斤量,騎手,厩舎,馬体重(増減),所属,horse_id,jockey_id,peds_0,peds_1,peds_4,score,rank
0,1,1,クインズスズラン,牝3,55.0,横山典,村田,,美浦,2023102753,00660,パイロ,アースザスリー,シンボリクリスエス,-2.696604075678895,15
1,2,2,クィーンコッチャン,牝3,55.0,江田照,小野,,美浦,2023100272,00689,エポカドーロ,ノボピュアリティ,ノボトゥルー,-1.0078296775641042,4
2,2,3,アンセートゥモダン,牝3,55.0,松岡,杉浦,,美浦,2023105251,01085,ルヴァンスレーヴ,メジャーフォルム,ダイワメジャー,-1.5246344370476503,12
3,3,4,マクローリン,牡3,57.0,小崎,加藤公,,栗東,2023101994,01152,ヴァンゴッホ,ドリームライクエマ,Frankel,-1.0982511503986407,5
4,3,5,ツァレヴナ,牝3,53.0,△長浜,野中,,栗東,2023105677,01214,フィレンツェファイア,ミティル,Verrazano,0.7326596846744898,1
5,4,6,ニンジャトットリ,牡3,57.0,田辺,松永康,,美浦,2023106658,01075,ミッキーアイル,ディアデム,シンボリクリスエス,-1.4646458763722177,11
6,4,7,ブレイブシュガー,牡3,57.0,吉田豊,高橋文,,美浦,2023103997,00733,ミスチヴィアスアレックス,ブラックシュガー,ブラックタイド,-1.9250813609923472,14
7,5,8,アンコンケラブル,牡3,57.0,木幡巧,牧,,美浦,2023100333,01162,ロードカナロア,ヴァイスゴルト,ダンスインザダーク,-0.48387104626168315,2
8,5,9,ロードトライデント,牡3,57.0,横山和,千葉,,美浦,2023102171,01140,ダノンスマッシュ,セルディアーナ,ハーツクライ,-1.6070645537389068,13
9,6,10,グランキンバリー,牝3,55.0,野中,松山,,美浦,2023104568,01158,エスポワールシチー,アンナヴァン,エンドスウィープ,-0.513423567976279,3
10,6,11,ベルテオドーラ,牝3,55.0,五十嵐,尾形,,美浦,2023107505,01069,サンダースノー,スウィフティー,ダイワメジャー,-1.1865124309043709,6
11,7,12,キョウエイハル,牝3,55.0,佐々木,伊坂,,美浦,2023105068,01197,トランセンド,キョウエイボサツ,オレハマッテルゼ,-1.1983924117061708,7
12,7,13,ダイメイミラクル,牡3,57.0,酒井,本田,,栗東,2023101605,01034,アジアエクスプレス,ダイメイダーク,ダンスインザダーク,-1.1983924117061708,7
13,8,14,チッタデラモーレ,牡3,54.0,▲水沼,伊藤圭,,美浦,2023102621,01201,アメリカンペイトリオット,ユアインマイハート,ハーツクライ,-1.3043033919602662,9
14,8,15,プラチナムディスク,牝3,52.0,▲田山,小笠,,美浦,2023102383,01220,ゴールドドリーム,スノークラフト,アグネスデジタル,-1.3043033919602662,9
