,race_time,race_id,race_name
0,0950,202509010301,3歳未勝利
1,1005,202506020301,3歳未勝利
2,1020,202509010302,3歳未勝利
3,1035,202506020302,3歳未勝利
4,1050,202509010303,3歳未勝利
5,1105,202506020303,3歳未勝利
6,1120,202509010304,3歳1勝クラス
7,1210,202509010305,3歳未勝利
8,1225,202506020305,3歳未勝利
9,1240,202509010306,3歳未勝利
10,1255,202506020306,3歳未勝利
11,1310,202509010307,4歳以上1勝クラス
12,1325,202506020307,3歳1勝クラス
13,1345,202509010308,4歳以上1勝クラス
14,1401,202506020308,4歳以上1勝クラス
15,1420,202509010309,千里山特別
16,1435,202506020309,潮来特別
17,1455,202509010310,なにわS
18,1510,202506020310,上総S
19,1530,202509010311,フィリーズレビュー
20,1545,202506020311,中山牝馬S
21,1610,202509010312,4歳以上2勝クラス
22,1625,202506020312,4歳以上1勝クラス
