,race_time,race_id,race_name
0,0950,202507010401,3歳未勝利
1,1005,202506010401,3歳未勝利
2,1020,202507010402,3歳未勝利
3,1035,202506010402,3歳未勝利
4,1050,202507010403,3歳未勝利
5,1105,202506010403,3歳未勝利
6,1135,202506010404,3歳新馬
7,1210,202507010405,3歳新馬
8,1225,202506010405,3歳未勝利
9,1240,202507010406,3歳未勝利
10,1255,202506010406,4歳以上1勝クラス
11,1310,202507010407,3歳1勝クラス
12,1325,202506010407,4歳以上1勝クラス
13,1345,202507010408,4歳以上1勝クラス
14,1401,202506010408,4歳以上1勝クラス
15,1420,202507010409,天白川特別
16,1435,202506010409,初咲賞
17,1455,202507010410,新春S
18,1510,202506010410,ポルックスS
19,1530,202507010411,淀短距離S
20,1545,202506010411,フェアリーS
21,1610,202507010412,4歳以上1勝クラス
22,1625,202506010412,4歳以上2勝クラス
