,2023101878
peds_0,ドレフォン  Drefong(米)  2013 鹿毛  [血統][産駒]  Storm Bird系
peds_1,ナンヨーインディゴ  2018 鹿毛  [血統][産駒]  FNo.[7-f]
peds_2,Gio Ponti  (米)  2005 鹿毛  [血統][産駒]
peds_3,Eltimaas  2007 鹿毛  [血統][産駒]
peds_4,キングカメハメハ  2001 鹿毛  [血統][産駒]
peds_5,ウィーミスフランキー  Weemissfrankie(米)  2009 栗毛  [血統][産駒]
peds_6,Tale of the Cat  (米)  1994 黒鹿毛  [血統][産駒]
peds_7,Chipeta Springs  1989 鹿毛  [血統][産駒]
peds_8,Ghostzapper  2000 鹿毛  [血統][産駒]
peds_9,Najecam  1993 栗毛  [血統][産駒]
peds_10,Kingmambo  (米)  1990 鹿毛  [血統][産駒]
peds_11,マンファス  Manfath(愛)  1991 黒鹿毛  [血統][産駒]
peds_12,Sunriver  2003 黒鹿毛  [血統][産駒]
peds_13,Starinthemeadow  2000 鹿毛  [血統][産駒]
peds_14,Storm Cat 1983 黒鹿毛
peds_15,Yarn 1987 鹿毛
peds_16,Alydar 1975 栗毛
peds_17,Salt Spring 1979 鹿毛
peds_18,Awesome Again 1994 鹿毛
peds_19,Baby Zip 1991 鹿毛
peds_20,Trempolino 1984 栗毛
peds_21,Sue Warner 1988 黒鹿毛
peds_22,Mr. Prospector 1970 鹿毛
peds_23,Miesque 1984 鹿毛
peds_24,ラストタイクーン 1983 黒鹿毛
peds_25,Pilot Bird 1983 鹿毛
peds_26,Saint Ballado 1989 黒鹿毛
peds_27,Goulash 1993 鹿毛
peds_28,Meadowlake 1983 栗毛
peds_29,Lite a Star 1984 鹿毛
peds_30,Storm Bird
peds_31,Terlingua
peds_32,Mr. Prospector
peds_33,Narrate
peds_34,Raise a Native
peds_35,Sweet Tooth
peds_36,Salt Marsh
peds_37,Jungle Mythologic
peds_38,Deputy Minister
peds_39,Primal Force
peds_40,Relaunch
peds_41,Thirty Zip
peds_42,Sharpen Up
peds_43,Trephine
peds_44,Forli
peds_45,Bitty Girl
peds_46,Raise a Native
peds_47,Gold Digger
peds_48,Nureyev
peds_49,Pasadoble
peds_50,トライマイベスト
peds_51,Mill Princess
peds_52,Blakeney
peds_53,The Dancer
peds_54,Halo
peds_55,Ballade
peds_56,Mari's Book
peds_57,Wise Bride
peds_58,Hold Your Peace
peds_59,Suspicious Native
peds_60,Our Michael
peds_61,Twist a Star
