,2023103232
peds_0,モズアスコット  2014 栗毛  [血統][産駒]  Sadler's Wells系
peds_1,アガサ  2010 青毛  [血統][産駒]  FNo.[16]
peds_2,Frankel  2008 鹿毛  [血統][産駒]
peds_3,India  2003 栗毛  [血統][産駒]
peds_4,マンハッタンカフェ  1998 青鹿毛  [血統][産駒]
peds_5,ソプラニーノ  Sopranino(米)  1997 栗毛  [血統][産駒]
peds_6,Galileo  (愛)  1998 鹿毛  [血統][産駒]
peds_7,Kind  2001 鹿毛  [血統][産駒]
peds_8,ヘネシー  Hennessy(米)  1993 栗毛  [血統][産駒]
peds_9,Misty Hour  1995 鹿毛  [血統][産駒]
peds_10,サンデーサイレンス  Sunday Silence(米)  1986 青鹿毛  [血統][産駒]
peds_11,サトルチェンジ  Subtle Change(愛)  1988 黒鹿毛  [血統][産駒]
peds_12,Theatrical  1982 黒鹿毛  [血統][産駒]
peds_13,My Darling One  1981 栗毛  [血統][産駒]
peds_14,Sadler's Wells 1981 鹿毛
peds_15,Urban Sea 1989 栗毛
peds_16,デインヒル 1986 鹿毛
peds_17,Rainbow Lake 1990 鹿毛
peds_18,Storm Cat 1983 黒鹿毛
peds_19,Island Kitty 1976 栗毛
peds_20,Miswaki 1978 栗毛
peds_21,Our Tina Marie 1978 鹿毛
peds_22,Halo 1969 黒鹿毛
peds_23,Wishing Well 1975 鹿毛
peds_24,Law Society 1982 黒鹿毛
peds_25,Santa Luciana 1973 黒鹿毛
peds_26,Nureyev 1977 鹿毛
peds_27,ツリーオブノレッジ 1977 鹿毛
peds_28,Exclusive Native 1965 栗毛
peds_29,Princess Marshua 1974 鹿毛
peds_30,Northern Dancer
peds_31,Fairy Bridge
peds_32,Miswaki
peds_33,Allegretta
peds_34,Danzig
peds_35,Razyana
peds_36,Rainbow Quest
peds_37,Rockfest
peds_38,Storm Bird
peds_39,Terlingua
peds_40,Hawaii
peds_41,T. C. Kitten
peds_42,Mr. Prospector
peds_43,Hopespringseternal
peds_44,Nijinsky
peds_45,Java Moon
peds_46,Hail to Reason
peds_47,Cosmah
peds_48,Understanding
peds_49,Mountain Flower
peds_50,Alleged
peds_51,Bold Bikini
peds_52,Luciano
peds_53,Suleika
peds_54,Northern Dancer
peds_55,Special
peds_56,Sassafras
peds_57,Sensibility
peds_58,Raise a Native
peds_59,Exclusive
peds_60,Prince John
peds_61,Marshua
