,2023102414
peds_0,スワーヴリチャード  2014 栗毛  [血統][産駒]  Halo系
peds_1,ブロンズテーラー  2011 青鹿毛  [血統][産駒]  FNo.[22-b]
peds_2,ハーツクライ  2001 鹿毛  [血統][産駒]
peds_3,ピラミマ  2005 黒鹿毛  [血統][産駒]
peds_4,ロージズインメイ  Roses in May(米)  2000 青鹿毛  [血統][産駒]
peds_5,キョウエイトルース  1997 栗毛  [血統][産駒]
peds_6,サンデーサイレンス Sunday Silence(米)  1986 青鹿毛  [血統][産駒]
peds_7,アイリッシュダンス  1990 鹿毛  [血統][産駒]
peds_8,Unbridled's Song  (米)  1993 芦毛  [血統][産駒]
peds_9,キャリアコレクション  1995 鹿毛  [血統][産駒]
peds_10,Devil His Due  1989 黒鹿毛  [血統][産駒]
peds_11,Tell a Secret  1977 黒鹿毛  [血統][産駒]
peds_12,フジキセキ  1992 青鹿毛  [血統][産駒]
peds_13,キョウエイヨシノ  1990 鹿毛  [血統][産駒]
peds_14,Halo 1969 黒鹿毛
peds_15,Wishing Well 1975 鹿毛
peds_16,トニービン 1983 鹿毛
peds_17,ビューパーダンス 1983 黒鹿毛
peds_18,Unbridled 1987 鹿毛
peds_19,Trolley Song 1983 芦毛
peds_20,General Meeting 1988 鹿毛
peds_21,River of Stars 1983 黒鹿毛
peds_22,Devil's Bag 1981 鹿毛
peds_23,Plenty O'Toole 1977 黒鹿毛
peds_24,Speak John 1958 鹿毛
peds_25,Secret Retreat 1968 鹿毛
peds_26,サンデーサイレンス 1986 青鹿毛
peds_27,ミルレーサー 1983 鹿毛
peds_28,プラウドデボネア 1982 鹿毛
peds_29,キョウエイミート 1983 栗毛
peds_30,Hail to Reason
peds_31,Cosmah
peds_32,Understanding
peds_33,Mountain Flower
peds_34,カンパラ
peds_35,Severn Bridge
peds_36,Lyphard
peds_37,My Bupers
peds_38,Fappiano
peds_39,Gana Facil
peds_40,Caro
peds_41,Lucky Spell
peds_42,Seattle Slew
peds_43,Alydar's Promise
peds_44,Riverman
peds_45,Star Fortune
peds_46,Halo
peds_47,Ballade
peds_48,Raise a Cup
peds_49,Li'l Puss
peds_50,Prince John
peds_51,Nuit de Folies
peds_52,Clandestine
peds_53,Retirement
peds_54,Halo
peds_55,Wishing Well
peds_56,Le Fabuleux
peds_57,Marston's Mill
peds_58,Lyphard
peds_59,Proud Delta
peds_60,クラウンドプリンス
peds_61,キョウエイオリーブ
