,peds_0,peds_1,peds_2,peds_3,peds_4,peds_5,peds_6,peds_7,peds_8,peds_9,peds_10,peds_11,peds_12,peds_13,peds_14,peds_15,peds_16,peds_17,peds_18,peds_19,peds_20,peds_21,peds_22,peds_23,peds_24,peds_25,peds_26,peds_27,peds_28,peds_29,peds_30,peds_31,peds_32,peds_33,peds_34,peds_35,peds_36,peds_37,peds_38,peds_39,peds_40,peds_41,peds_42,peds_43,peds_44,peds_45,peds_46,peds_47,peds_48,peds_49,peds_50,peds_51,peds_52,peds_53,peds_54,peds_55,peds_56,peds_57,peds_58,peds_59,peds_60,peds_61
2017105318,ヴィクトワールピサ,ゴレラ Gorella(仏),ネオユニヴァース,ホワイトウォーターアフェア Whitewater Affair(英),Grape Tree Road,Exciting Times,サンデーサイレンス Sunday Silence(米),ポインテッドパス Pointed Path(英),Machiavellian,Much Too Risky,Caerleon (米),One Way Street,Jeune Homme,Eloura,Halo,Wishing Well,Kris,Silken Way,Mr. Prospector,Coup de Folie,Bustino,Short Rations,Nijinsky,Foreseer,Habitat,Guillotina,Nureyev,Alydariel,Top Ville,Eurissia,Hail to Reason,Cosmah,Understanding,Mountain Flower,Sharpen Up,Doubly Sure,Shantung,Boulevard,Raise a Native,Gold Digger,Halo,Raise the Standard,Busted,Ship Yard,Lorenzaccio,Short Commons,Northern Dancer,Flaming Page,Round Table,Regal Gleam,Sir Gaylord,Little Hut,Busted,Tina,Northern Dancer,Special,Alydar,Crimson Saint,High Top,Sega Ville,Sir Gaylord,Crepellana
2017104612,エピファネイア,プントバンコ,シンボリクリスエス,シーザリオ,フジキセキ,ポリーズフリート Polly's Fleet(米),Kris S.,Tee Kay,スペシャルウィーク,キロフプリミエール Kirov Premiere(英),サンデーサイレンス Sunday Silence(米),ミルレーサー Millracer(米),アフリート Afleet(加),Polly's Harde,Roberto,Sharp Queen,Gold Meridian,Tri Argo,サンデーサイレンス,キャンペンガール,Sadler's Wells,Querida,Halo,Wishing Well,Le Fabuleux,Marston's Mill,Mr. Prospector,Polite Lady,Lyphard,Polly's Girl,Hail to Reason,Bramalea,Princequillo,Bridgework,Seattle Slew,Queen Louie,Tri Jet,Hail Proudly,Halo,Wishing Well,マルゼンスキー,レディーシラオキ,Northern Dancer,Fairy Bridge,Habitat,Principia,Hail to Reason,Cosmah,Understanding,Mountain Flower,Wild Risk,Anguar,In Reality,Millicent,Raise a Native,Gold Digger,Venetian Jester,Friendly Ways,Northern Dancer,Goofed,Hard Tack,Polly Macaw
2017103879,カジノドライヴ,フォレノワール,Mineshaft (米),Better Than Honour,アグネスタキオン,ネームヴァリュー,A.P. Indy,Prospectors Delite,Deputy Minister,Blush With Pride,サンデーサイレンス Sunday Silence(米),アグネスフローラ,Honour and Glory,マジソンカウンティ Madison County(米),Seattle Slew,Weekend Surprise,Mr. Prospector,Up the Flagpole,Vice Regent,Mint Copy,Blushing Groom,Best in Show,Halo,Wishing Well,ロイヤルスキー,アグネスレディー,Relaunch,Fair to All,Seattle Slew,Steal a Kiss,Bold Reasoning,My Charmer,Secretariat,Lassie Dear,Raise a Native,Gold Digger,Hoist the Flag,The Garden Club,Northern Dancer,Victoria Regina,Bunty's Flight,Shakney,Red God,Runaway Bride,Traffic Judge,Stolen Hour,Hail to Reason,Cosmah,Understanding,Mountain Flower,Raja Baba,Coz o'Nijinsky,リマンド,イコマエイカン,In Reality,Foggy Note,Al Nasr,Gonfalon,Bold Reasoning,My Charmer,Graustark,Queen's Paradise
2017106259,クロフネ,オースミフブキ,フレンチデピュティ French Deputy(米),ブルーアヴェニュー Blue Avenue(米),マンハッタンカフェ,オースミハルカ,Deputy Minister,Mitterand,Classic Go Go,Eliza Blue,サンデーサイレンス Sunday Silence(米),サトルチェンジ Subtle Change(愛),フサイチコンコルド,ホッコーオウカ,Vice Regent,Mint Copy,Hold Your Peace,Laredo Lass,Pago Pago,Classic Perfection,Icecapade,コレラ,Halo,Wishing Well,Law Society,Santa Luciana,Caerleon,バレークイーン,リンドシェーバー,ランズプロント,Northern Dancer,Victoria Regina,Bunty's Flight,Shakney,Speak John,Blue Moon,Bold Ruler,Fortunate Isle,Matrice,Pompilia,Never Bend,Mira Femme,Nearctic,Shenanigans,Roberto,Catania,Hail to Reason,Cosmah,Understanding,Mountain Flower,Alleged,Bold Bikini,Luciano,Suleika,Nijinsky,Foreseer,Sadler's Wells,Sun Princess,Alydar,ベーシイド,プロント,トサモアー
2017104140,オーシャンブルー,ロックマイハート Rock My Heart(独),ステイゴールド,プアプー Peu a Peu(独),Sholokhov,Rondinay,サンデーサイレンス Sunday Silence(米),ゴールデンサッシュ,Dashing Blade,Plains Indian,Sadler's Wells (米),La Meilleure,Cadeaux Genereux,Topline,Halo,Wishing Well,ディクタス,ダイナサッシュ,Elegant Air,Sharp Castan,ダンシングブレーヴ,Prairie Venus,Northern Dancer,Fairy Bridge,Lord Gayle,Gradille,Young Generation,Smarten Up,Acatenango,Thekla,Hail to Reason,Cosmah,Understanding,Mountain Flower,Sanctus,Doronic,ノーザンテースト,ロイヤルサッシュ,Shirley Heights,Elegant Tern,Sharpen Up,Sultry One,Lyphard,Navajo Princess,Surumu,Prairie Stella,Nearctic,Natalma,Bold Reason,Special,Sir Gaylord,Sticky Case,Home Guard,Gradiva,Balidar,Brig O'Doon,Sharpen Up,L'Anguissola,Surumu,Aggravate,Prince Ippi,Tania
2017101930,ロージズインメイ Roses in May(米),マイネエカテリーナ,Devil His Due,Tell a Secret,アグネスタキオン,マイネヌーヴェル,Devil's Bag,Plenty O'Toole,Speak John,Secret Retreat,サンデーサイレンス Sunday Silence(米),アグネスフローラ,ブライアンズタイム Brian's Time(米),マイネプリテンダー,Halo,Ballade,Raise a Cup,Li'l Puss,Prince John,Nuit de Folies,Clandestine,Retirement,Halo,Wishing Well,ロイヤルスキー,アグネスレディー,Roberto,Kelley's Day,Zabeel,Giladah,Hail to Reason,Cosmah,Herbager,Miss Swapsco,Raise a Native,Spring Sunshine,Noble Jay,Li'l Sis,Princequillo,Not Afraid,Tornado,Folle Nuit,Double Jay,Conniver,Royal Gem,Marie J.,Hail to Reason,Cosmah,Understanding,Mountain Flower,Raja Baba,Coz o'Nijinsky,リマンド,イコマエイカン,Hail to Reason,Bramalea,Graustark,Golden Trail,Sir Tristram,Lady Giselle,Mill Reef,Nouvelle Star
2017100184,フェノーメノ,ナムラクーガー,ステイゴールド,ディラローシェ De Laroche(愛),Cape Cross,ファリシーク Phariseek(愛),サンデーサイレンス Sunday Silence(米),ゴールデンサッシュ,デインヒル Danehill(米),Sea Port,Green Desert,Park Appeal,Rainbow Quest,Pharaoh's Delight,Halo,Wishing Well,ディクタス,ダイナサッシュ,Danzig,Razyana,Averof,Anchor,Danzig,Foreign Courier,Ahonoora,Balidaress,Blushing Groom,I Will Follow,Fairy King,Ridge the Times,Hail to Reason,Cosmah,Understanding,Mountain Flower,Sanctus,Doronic,ノーザンテースト,ロイヤルサッシュ,Northern Dancer,Pas de Nom,His Majesty,Spring Adieu,Sing Sing,Argentina,Major Portion,Ripeck,Northern Dancer,Pas de Nom,Sir Ivor,Courtly Dee,Lorenzaccio,Helen Nichols,Balidar,Innocence,Red God,Runaway Bride,Herbager,Where You Lead,Northern Dancer,Fairy Bridge,Riva Ridge,Oath of Allegiance
2017102953,メイショウボーラー,ハリケーンタマ,タイキシャトル,ナイスレイズ Nice Raise(米),クロフネ,エアジンクス,Devil's Bag,ウェルシュマフィン Welsh Muffin(愛),Storm Cat (米),Nice Tradition,フレンチデピュティ French Deputy(米),ブルーアヴェニュー Blue Avenue(米),スペシャルウィーク,エアラグドール,Halo,Ballade,Caerleon,Muffitys,Storm Bird,Terlingua,Search Tradition,Nice Dancing,Deputy Minister,Mitterand,Classic Go Go,Eliza Blue,サンデーサイレンス,キャンペンガール,Storm Cat,ステラマドリッド,Hail to Reason,Cosmah,Herbager,Miss Swapsco,Nijinsky,Foreseer,Thatch,Contrail,Northern Dancer,South Ocean,Secretariat,Crimson Saint,Nashua,Searching,Kazan,Nice,Vice Regent,Mint Copy,Hold Your Peace,Laredo Lass,Pago Pago,Classic Perfection,Icecapade,コレラ,Halo,Wishing Well,マルゼンスキー,レディーシラオキ,Storm Bird,Terlingua,Alydar,My Juliet
2017102421,ストロングリターン,ローズシティ,シンボリクリスエス,コートアウト Caught Out(米),フレンチデピュティ French Deputy(米),ロゼダンジュ,Kris S.,Tee Kay,Smart Strike (加),アザール Azhaar(米),Deputy Minister,Mitterand,サンデーサイレンス Sunday Silence(米),ローザネイ Rosa Nay(仏),Roberto,Sharp Queen,Gold Meridian,Tri Argo,Mr. Prospector,Classy'n Smart,Nijinsky,Smart Heiress,Vice Regent,Mint Copy,Hold Your Peace,Laredo Lass,Halo,Wishing Well,Lyphard,Riviere Doree,Hail to Reason,Bramalea,Princequillo,Bridgework,Seattle Slew,Queen Louie,Tri Jet,Hail Proudly,Raise a Native,Gold Digger,Smarten,No Class,Northern Dancer,Flaming Page,Vaguely Noble,Smartaire,Northern Dancer,Victoria Regina,Bunty's Flight,Shakney,Speak John,Blue Moon,Bold Ruler,Fortunate Isle,Hail to Reason,Cosmah,Understanding,Mountain Flower,Northern Dancer,Goofed,Secretariat,Riverqueen
2016102221,カジノドライヴ,イエスオアノー,Mineshaft (米),Better Than Honour,サクラバクシンオー,コガネセンガン,A.P. Indy,Prospectors Delite,Deputy Minister,Blush With Pride,サクラユタカオー,サクラハゴロモ,クリスタルパレス Crystal Palace(仏),ハヤトダンサー,Seattle Slew,Weekend Surprise,Mr. Prospector,Up the Flagpole,Vice Regent,Mint Copy,Blushing Groom,Best in Show,テスコボーイ,アンジェリカ,ノーザンテースト,クリアアンバー,Caro,Hermieres,フレアリングダンサー,カンタベリー,Bold Reasoning,My Charmer,Secretariat,Lassie Dear,Raise a Native,Gold Digger,Hoist the Flag,The Garden Club,Northern Dancer,Victoria Regina,Bunty's Flight,Shakney,Red God,Runaway Bride,Traffic Judge,Stolen Hour,Princely Gift,Suncourt,ネヴァービート,スターハイネス,Northern Dancer,Lady Victoria,Ambiopoise,One Clear Call,フォルティノ,Chambord,Sicambre,Vieille Pierre,Northern Dancer,Flaming Victress,トパーズ,トキツカゼ
