,着順,枠,馬番,馬名,性齢,斤量,騎手,タイム,着差,人気,単勝,上り,通過,厩舎,馬体重
202609010611,1,2,2,ドラゴンブースト,牡4,58.0,岩田望,0:1:44.0,,7,8.8,33.9,,栗東 藤野,480(-8)
202609010611,2,6,8,サブマリーナ,牡5,58.0,武豊,0:1:44.1,1/2,1,4.6,33.7,,栗東 庄野,478(-2)
202609010611,3,5,6,グランディア,セ7,58.0,西村淳,0:1:44.2,1/2,2,5.3,34.4,,栗東 中内田,492(+8)
202609010611,4,5,7,ヤマニンサンパ,牡8,58.0,亀田,0:1:44.5,2,10,49.2,34.1,,栗東 斉藤崇,486(-2)
202609010611,5,6,9,リラエンブレム,牡4,57.0,浜中,0:1:44.6,3/4,5,8.5,34.6,,栗東 武幸,500(+16)
202609010611,6,7,11,ブルーミンデザイン,牡5,57.0,斎藤,0:1:44.8,1.1/4,9,12.7,35.5,,栗東 宮本,492(-12)
202609010611,7,1,1,トーセンリョウ,牡7,57.0,鮫島駿,0:1:44.9,1/2,3,7.1,34.0,,美浦 加藤征,452(-4)
202609010611,8,4,4,ナムラエイハブ,牡5,57.0,吉田隼,0:1:45.1,1.1/4,4,7.3,35.5,,栗東 長谷川,520(+4)
202609010611,9,7,10,ブラックシールド,牡7,57.0,国分優,0:1:45.1,クビ,13,112.9,34.4,,栗東 小栗,470(0)
202609010611,10,4,5,テリオスララ,牝4,55.0,松山,0:1:45.4,1.1/2,6,8.6,36.1,,美浦 田島,502(-20)
202609010611,11,8,12,トゥデイイズザデイ,牡7,57.0,吉村,0:1:45.7,2,11,53.6,36.0,,栗東 池江,484(+2)
202609010611,12,3,3,ショウナンマグマ,セ7,58.0,団野,0:1:46.5,5,12,66.8,37.0,,美浦 尾関,512(-2)
202609010611,中止,8,13,ニホンピロキーフ,牡6,57.0,田口,,,8,11.6,,,栗東 大橋,484(-4)
